_id,parcel_id,address,zip_code,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
626621,0125K00151000000,"6719 HAMILTON AVE, Pittsburgh, PA 15208",15208,Condemned/Dead End Property,2026-03-23,Pass,0,0125K00151000000,Active,40.4573770367,-79.908283474,Homewood West,9,12
626622,0173E00188000000,"1362 MONTEZUMA ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2022-07-06,Fail,3,0173E00188000000,Active,40.4685571227,-79.8979332419,Lincoln-Lemington-Belmar,9,12
626623,0173E00188000000,"1362 MONTEZUMA ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-06-26,Pass,0,0173E00188000000,Active,40.4685571227,-79.8979332419,Lincoln-Lemington-Belmar,9,12
626624,0076N00316000000,No primary address specified,15212,Condemned/Dead End Property,2026-06-10,Pass,0,0076N00316000000,Active,40.4733287351,-80.0295636154,Marshall-Shadeland,6,27
626625,0014M00076000000,"1789 ARLINGTON AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2022-02-01,,,0014M00076000000,Active,40.4179941222,-79.9830955968,South Side Slopes,3,17
626626,0174B00275000000,"7249 KEDRON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-03-01,Pass,0,0174B00275000000,Active,40.4606145205,-79.8931354845,Homewood North,9,13
626627,0175C00323000000,"308 HALE ST, Pittsburgh, 15208",15221,Condemned/Dead End Property,2024-07-02,Fail,2,0175C00323000000,Active,40.4510875032,-79.8881360057,Homewood South,9,13
626628,0026L00068000000,"3811 BIGELOW BLVD, Pittsburgh, PA 15213",15213,Condemned/Dead End Property,2026-09-10,,,0026L00068000000,Active,40.4566835483,-79.9546810929,North Oakland,6,5
626629,0125M00314000000,"6933 HAMILTON AVE, Pittsburgh, 15208",15208,Condemned/Dead End Property,2025-06-04,Pass,0,0125M00314000000,Active,40.4562649736,-79.9034046402,Homewood West,9,12
626630,0014B00164000000,"119 WALTER ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-10,Fail,1,0014B00164000000,Active,40.4211612773,-79.9944879746,Allentown,3,18
626631,0045M00114000000,"2412 N CHARLES ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-12-07,Fail,2,0045M00114000000,Active,40.4656781797,-80.0202554595,Perry South,6,26
626632,0014P00102000000,No primary address specified,15210,Condemned/Dead End Property,2022-02-17,,,0014P00102000000,Active,40.4156233415,-79.9913896995,Knoxville,3,30
626633,0174A00065000000,No primary address specified,15208,Condemned/Dead End Property,2024-02-07,,,0174A00065000000,Active,40.4615010223,-79.8958669242,Homewood North,9,13
626634,0010H00203000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-06,Pass,0,0010H00203000000,Active,40.4502305672,-79.9678177003,Middle Hill,6,5
626635,0015L00189000000,"614 GEARING AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2025-11-19,Pass,0,0015L00189000000,Active,40.4168257383,-80.0050755353,Beltzhoover,3,18
626636,0015M00310000000,No primary address specified,15210,Condemned/Dead End Property,2022-11-22,Pass,0,0015M00310000000,Active,40.4164062847,-80.0030624281,Beltzhoover,3,18
626637,0054M00051000000,"864 FLEMINGTON ST, Pittsburgh, 15217",15217,Condemned/Dead End Property,2020-05-20,Fail,3,0054M00051000000,Active,40.4266428977,-79.9335886752,Greenfield,5,15
626638,0054M00051000000,"864 FLEMINGTON ST, Pittsburgh, 15217",15217,Condemned/Dead End Property,2024-09-26,Fail,1,0054M00051000000,Active,40.4266428977,-79.9335886752,Greenfield,5,15
626639,0033R00238000000,No primary address specified,15210,Condemned/Dead End Property,2026-03-03,Pass,0,0033R00238000000,Active,40.4045605196,-79.987268479,Carrick,4,29
626640,0084D00054000001,No primary address specified,15206,Condemned/Dead End Property,2020-06-22,Fail,2,0084D00054000001,Active,40.4622049532,-79.9181806716,East Liberty,9,11
626641,0174K00116000000,"7309 FRANKSTOWN AVE, Pittsburgh, 15208",15208,Condemned/Dead End Property,2021-01-27,Fail,2,0174K00116000000,Active,40.4570403938,-79.8935722744,Homewood North,9,13
626642,0174K00116000000,"7309 FRANKSTOWN AVE, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-03-27,,,0174K00116000000,Active,40.4570403938,-79.8935722744,Homewood North,9,13
626643,0014G00158000000,"930 CLIMAX ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-27,Fail,1,0014G00158000000,Active,40.4198583446,-79.9889765272,Allentown,3,18
626644,0173B00277000000,"7141 ROSS GARDEN RD, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-01-08,Pass,0,0173B00277000000,Active,40.4716535308,-79.8941408725,Lincoln-Lemington-Belmar,9,12
626645,0057G00188000000,"5526 2ND AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-04-10,Pass,0,0057G00188000000,Active,40.4009110749,-79.9397682586,Hazelwood,5,15
626646,0057G00188000000,"5526 2ND AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2025-09-04,Fail,4,0057G00188000000,Active,40.4009110749,-79.9397682586,Hazelwood,5,15
626647,0022B00218000000,"1241 SIGEL ST, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2026-09-15,,,0022B00218000000,Active,40.4609468989,-80.025927546,California-Kirkbride,6,21
626648,0057C00224000000,"5400 GLENWOOD AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2023-10-10,Fail,1,0057C00224000000,Active,40.4034761181,-79.9386250491,Hazelwood,5,15
626649,0021N00173000000,"2735 STAFFORD ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-09-09,Fail,2,0021N00173000000,Active,40.4549956534,-80.0491692975,Sheraden,2,20
626650,0021N00173000000,"2735 STAFFORD ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2026-05-21,Pass,0,0021N00173000000,Active,40.4549956534,-80.0491692975,Sheraden,2,20
626651,0024J00454000000,"835 PERALTA ST, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2020-08-04,Pass,0,0024J00454000000,Active,40.4554456333,-79.9959674047,East Allegheny,1,23
626652,0022C00083000000,"1934 SEDGWICK ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-09-09,Fail,3,0022C00083000000,Active,40.46011534,-80.02397725,California-Kirkbride,6,21
626653,0010F00092000000,"713 CHAUNCEY ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-07-28,Fail,2,0010F00092000000,Active,40.4493089223,-79.9745669682,Middle Hill,6,5
626654,0046C00315000000,No primary address specified,15214,Condemned/Dead End Property,2023-08-08,Pass,0,0046C00315000000,Active,40.4698874082,-80.0064923843,Perry South,6,26
626655,0024C00195000000,"1261 HIGH ST, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2026-01-29,Fail,1,0024C00195000000,Active,40.4608526715,-79.9894090664,Spring Garden,1,24
626656,0042P00059000000,"1103 SUTHERLAND ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-09-10,Fail,1,0042P00059000000,Active,40.4540793327,-80.0615228191,Sheraden,2,20
626657,0039E00035000000,"140 PENSDALE ST, Pittsburgh, 15205",15205,Condemned/Dead End Property,2020-09-08,Fail,3,0039E00035000000,Active,40.4289028972,-80.0654115214,Oakwood,2,28
626658,0174E00333000000,No primary address specified,15208,Condemned/Dead End Property,2025-08-05,Pass,0,0174E00333000000,Active,40.4578794294,-79.897292244,Homewood North,9,13
626659,0107M00039000000,"2104 MAZETTE PL, Pittsburgh, 15205",15205,Condemned/Dead End Property,2020-09-04,Fail,2,0107M00039000000,Active,40.4465815182,-80.0841176671,Fairywood,2,28
626660,0107M00039000000,"2104 MAZETTE PL, Pittsburgh, 15205",15205,Condemned/Dead End Property,2022-04-08,,,0107M00039000000,Active,40.4465815182,-80.0841176671,Fairywood,2,28
626661,0026N00116000000,"3373 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-11,Fail,3,0026N00116000000,Active,40.4545239969,-79.9630896154,Upper Hill,6,5
626662,0026N00116000000,"3373 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2021-02-18,Fail,1,0026N00116000000,Active,40.4545239969,-79.9630896154,Upper Hill,6,5
626663,0057C00371000000,"317 RENOVA ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2020-09-09,Fail,2,0057C00371000000,Active,40.4030076481,-79.9372260028,Hazelwood,5,15
626664,0125D00066000000,"1017 N MURTLAND ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2021-10-08,Fail,2,0125D00066000000,Active,40.4601349938,-79.900818296,Homewood West,9,12
626665,0014C00094000000,"1105 ARLINGTON AVE, Pittsburgh, PA 15203",15203,Condemned/Dead End Property,2023-01-18,Pass,0,0014C00094000000,Active,40.4224577992,-79.9910005511,Allentown,3,18
626666,0014C00094000000,"1105 ARLINGTON AVE, Pittsburgh, PA 15203",15203,Condemned/Dead End Property,2026-07-28,Fail,2,0014C00094000000,Active,40.4224577992,-79.9910005511,Allentown,3,18
626667,0080H00078000A00,"5148 KENT Way, Pittsburgh, 15201",15201,Condemned/Dead End Property,2021-02-17,Pass,0,0080H00078000A00,Active,40.4787866042,-79.9525597095,Upper Lawrenceville,7,10
626668,0094J00002000000,"61 CARRICK AVE, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2023-12-13,Fail,1,0094J00002000000,Active,40.3895531601,-79.9827511493,Carrick,4,29
626669,0026K00263000000,No primary address specified,15219,Condemned/Dead End Property,2022-06-15,Pass,0,0026K00263000000,Active,40.4559442608,-79.9600075321,Upper Hill,6,5
626670,0062D00203000000,"1931 WOODWARD AVE, Pittsburgh, 15226",15226,Condemned/Dead End Property,2020-09-10,Fail,2,0062D00203000000,Active,40.4036802684,-80.0171679177,Brookline,4,19
626671,0062D00203000000,"1931 WOODWARD AVE, Pittsburgh, 15226",15226,Condemned/Dead End Property,2020-11-23,Pass,0,0062D00203000000,Active,40.4036802684,-80.0171679177,Brookline,4,19
626672,0010F00025000000,No primary address specified,15219,Condemned/Dead End Property,2022-10-21,,,0010F00025000000,Active,40.4480158456,-79.9758686727,Middle Hill,6,5
626673,0076N00023000000,"3137 SHADELAND AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-01-18,Pass,0,0076N00023000000,Active,40.4742350797,-80.0319644167,Marshall-Shadeland,6,27
626674,0125B00076000000,"6522 LLEWELLYN PL, Pittsburgh, 15206",15206,Condemned/Dead End Property,2026-07-22,Fail,1,0125B00076000000,Active,40.4617886673,-79.9099160328,Larimer,9,12
626675,0041R00075000000,"1655 STEUBEN ST, Pittsburgh, 15205",15205,Condemned/Dead End Property,2020-10-21,Fail,1,0041R00075000000,Active,40.4431328342,-80.0571806561,Crafton Heights,2,28
626676,0174A00205000000,"7024 KEDRON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-09-02,Fail,2,0174A00205000000,Active,40.4615112683,-79.8988839998,Homewood North,9,13
626677,0174A00205000000,"7024 KEDRON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-04-09,,,0174A00205000000,Active,40.4615112683,-79.8988839998,Homewood North,9,13
626678,0174A00205000000,"7024 KEDRON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2026-04-22,,,0174A00205000000,Active,40.4615112683,-79.8988839998,Homewood North,9,13
626679,0033C00093000000,"18 GRAPE ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-11-16,Fail,1,0033C00093000000,Active,40.4137949276,-79.9892713678,Knoxville,3,30
626680,0084N00167000000,"633 SUMMERLEA ST #3, Pittsburgh, PA 15232",15232,Condemned/Dead End Property,2025-05-23,Fail,1,0084N00167000000,Active,40.4542141018,-79.9308485107,Shadyside,8,7
626681,0042M00081000000,"2953 GLEN MAWR ST, Pittsburgh, PA 15204",15204,Condemned/Dead End Property,2021-04-14,Fail,2,0042M00081000000,Active,40.4562901029,-80.0526177677,Sheraden,2,20
626682,0175D00301000000,"610 SINGER PL, Pittsburgh, 15221",15221,Condemned/Dead End Property,2020-09-09,Fail,3,0175D00301000000,Active,40.4515359432,-79.8831292251,East Hills,9,13
626683,0077N00082000000,"276 KENNEDY AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2020-09-02,Fail,1,0077N00082000000,Active,40.4743176532,-80.0133893265,Perry South,6,26
626684,0091F00160000000,"920 ARMORHILL AVE, Pittsburgh, PA 15120",15207,Condemned/Dead End Property,2024-02-16,Fail,1,0091F00160000000,Active,40.391676017,-79.926081955,New Homestead,5,31
626685,0045M00132000000,No primary address specified,15214,Condemned/Dead End Property,2024-06-27,Fail,2,0045M00132000000,Active,40.4654518622,-80.0201707985,Perry South,6,26
626686,0003L00008000000,"818 NEWTON ST, Pittsburgh, 15203",15203,Condemned/Dead End Property,2024-06-25,Fail,2,0003L00008000000,Active,40.4261142277,-79.9908365579,South Side Slopes,3,17
626687,0024C00033000000,"1330 DIANA ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-08-27,Fail,1,0024C00033000000,Active,40.4621273606,-79.9901866386,Spring Hill-City View,1,24
626688,0056K00066000000,"37 W ELIZABETH ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2026-08-13,Fail,2,0056K00066000000,Active,40.4066475913,-79.944812702,Hazelwood,5,15
626689,0045A00189000000,No primary address specified,15212,Condemned/Dead End Property,2026-06-10,Pass,0,0045A00189000000,Active,40.4705930914,-80.0302186075,Marshall-Shadeland,6,27
626690,0029G00237000000,"3611 FRAZIER ST, Pittsburgh, 15213",15213,Condemned/Dead End Property,2020-08-28,Fail,2,0029G00237000000,Active,40.4306099745,-79.9551115116,South Oakland,3,4
626691,0029G00237000000,"3611 FRAZIER ST, Pittsburgh, 15213",15213,Condemned/Dead End Property,2022-04-06,,,0029G00237000000,Active,40.4306099745,-79.9551115116,South Oakland,3,4
626692,0019B00096000000,"901 NEIDEL ST, Pittsburgh, 15220",15220,Condemned/Dead End Property,2020-11-01,Fail,1,0019B00096000000,Active,40.441941578,-80.0424701211,Elliott,2,20
626693,0013R00222000000,"2430 SPRING ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-08-06,Fail,1,0013R00222000000,Active,40.4157922374,-79.971936015,Arlington,3,16
626694,0014P00239000000,"322 BAUSMAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-11-16,Pass,0,0014P00239000000,Active,40.4140571643,-79.9940901273,Knoxville,3,30
626695,0014P00086000000,No primary address specified,15210,Condemned/Dead End Property,2023-11-06,Pass,0,0014P00086000000,Active,40.4155846028,-79.9929256772,Knoxville,3,30
626696,0047K00062000000,"35 WOESSNER AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-10-14,Fail,1,0047K00062000000,Active,40.4654844194,-79.9939705427,Spring Hill-City View,1,24
626697,0047K00062000000,"35 WOESSNER AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-08-23,Pass,0,0047K00062000000,Active,40.4654844194,-79.9939705427,Spring Hill-City View,1,24
626698,0029S00199000000,"124 GREENFIELD AVE, Pittsburgh, PA 15207",15207,Condemned/Dead End Property,2026-05-19,Fail,2,0029S00199000000,Active,40.4247945907,-79.9514374438,Hazelwood,5,15
626699,0046K00159000000,"2201 FEDERAL STREET EXT, Pittsburgh, 15214",15214,Condemned/Dead End Property,2024-09-30,Fail,1,0046K00159000000,Active,40.4651751576,-80.0102850123,Perry South,6,26
626700,0232B00290000000,"619 DORNBUSH ST, Pittsburgh, PA 15221",15221,Condemned/Dead End Property,2020-08-27,Fail,2,0232B00290000000,Active,40.4526990261,-79.877125698,East Hills,9,13
626701,0232B00290000000,"619 DORNBUSH ST, Pittsburgh, PA 15221",15221,Condemned/Dead End Property,2026-04-07,Pass,0,0232B00290000000,Active,40.4526990261,-79.877125698,East Hills,9,13
626702,0077P00314000000,No primary address specified,15214,Condemned/Dead End Property,2023-09-29,Pass,0,0077P00314000000,Active,40.4724422569,-80.0109455163,Perry South,6,26
626703,0042M00016000000,"533 SHERWOOD AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-10-20,Fail,1,0042M00016000000,Active,40.4554304144,-80.0530880792,Sheraden,2,20
626704,0042M00016000000,"533 SHERWOOD AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2023-08-22,Fail,2,0042M00016000000,Active,40.4554304144,-80.0530880792,Sheraden,2,20
626705,0075S00275000000,No primary address specified,15212,Condemned/Dead End Property,2022-02-01,,,0075S00275000000,Active,40.4731745028,-80.0345332389,Marshall-Shadeland,6,27
626706,0014N00193000000,"407 ROCHELLE ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-02-22,Fail,2,0014N00193000000,Active,40.4151761846,-79.9955696306,Knoxville,3,30
626707,0014N00193000000,"407 ROCHELLE ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-05-26,,,0014N00193000000,Active,40.4151761846,-79.9955696306,Knoxville,3,30
626708,0174R00387000000,"7724 FRANKSTOWN AVE, Pittsburgh, 15208",15221,Condemned/Dead End Property,2021-01-07,Fail,2,0174R00387000000,Active,40.455028649,-79.8871072204,Homewood South,9,13
626709,0010G00348000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-02,Pass,0,0010G00348000000,Active,40.4493263183,-79.9736282728,Middle Hill,6,5
626710,0080H00166000000,"5208 LOTUS Way, Pittsburgh, PA 15201",15201,Condemned/Dead End Property,2024-09-27,Pass,0,0080H00166000000,Active,40.4787400956,-79.9513353619,Upper Lawrenceville,7,10
626711,0014F00260000000,"847 LOYAL Way, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-09-04,Fail,2,0014F00260000000,Active,40.419730611,-79.9918103584,Allentown,3,18
626712,0045B00175000000,No primary address specified,15212,Condemned/Dead End Property,2023-01-30,,,0045B00175000000,Active,40.4700686631,-80.0261678437,Marshall-Shadeland,6,27
626713,0124P00266000000,No primary address specified,15206,Condemned/Dead End Property,2020-11-17,Pass,0,0124P00266000000,Active,40.4635385227,-79.9089106541,Larimer,9,12
626714,0173A00121000000,"7014 CHURCHLAND ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2020-12-01,Fail,2,0173A00121000000,Active,40.471412264,-79.8973082991,Lincoln-Lemington-Belmar,9,12
626715,0173A00121000000,"7014 CHURCHLAND ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2023-04-13,,,0173A00121000000,Active,40.471412264,-79.8973082991,Lincoln-Lemington-Belmar,9,12
626716,0021J00032000000,"324 HAMMOND ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2024-08-30,Fail,1,0021J00032000000,Active,40.4564140391,-80.049224441,Sheraden,2,20
626717,0060P00196000000,"306 PARKFIELD ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2025-03-31,Pass,0,0060P00196000000,Active,40.3944495712,-79.9916920136,Carrick,4,29
626718,0022F00085000000,"1908 MANHATTAN ST, Pittsburgh, PA 15233",15233,Condemned/Dead End Property,2020-08-20,Fail,3,0022F00085000000,Active,40.4589306883,-80.0277611672,Manchester,6,21
626719,0094N00129000000,"2420 BROWNSVILLE RD, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-12-13,Fail,1,0094N00129000000,Active,40.3866307269,-79.9820723874,Carrick,4,29
626720,0014R00064000000,"130 1/2 ZARA ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2021-08-19,Fail,2,0014R00064000000,Active,40.4156752458,-79.9896649457,Knoxville,3,30
626721,0014R00064000000,"130 1/2 ZARA ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2025-07-17,Fail,1,0014R00064000000,Active,40.4156752458,-79.9896649457,Knoxville,3,30
626722,0174K00343000B00,"7306 BENNETT ST, Pittsburgh, PA 15208",15208,Condemned/Dead End Property,2024-06-26,Pass,0,0174K00343000B00,Active,40.4557279935,-79.8942924412,Homewood South,9,13
626723,0120S00262000000,"11 FAIRFIELD CT, Pittsburgh, 15201",15201,Condemned/Dead End Property,2025-08-01,Pass,0,0120S00262000000,Active,40.4831580334,-79.9349054054,Stanton Heights,7,10
626724,0011K00147000000,"2017 1/2 TUSTIN ST, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2023-03-14,Fail,1,0011K00147000000,Active,40.4369704652,-79.9770787046,Bluff,6,1
626725,0035L00267000000,"1739 FAIRACRES AVE, Pittsburgh, 15216",15216,Condemned/Dead End Property,2022-09-26,Pass,0,0035L00267000000,Active,40.408021705,-80.0205755019,Beechview,4,19
626726,0184N00288000000,"5754 LAUDER ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-10-15,Fail,1,0184N00288000000,Active,40.3657859939,-79.9142328847,Lincoln Place,5,31
626727,0012J00132000000,"125 S 17TH ST, Pittsburgh, PA 15203",15203,Condemned/Dead End Property,2025-07-22,Fail,2,0012J00132000000,Active,40.427603169,-79.9819882249,South Side Flats,3,17
626728,0015K00126000000,No primary address specified,15210,Condemned/Dead End Property,2020-11-16,Pass,0,0015K00126000000,Active,40.4175707128,-80.0097034699,Beltzhoover,3,18
626729,0042S00331000000,"2739 MERWYN AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-09-04,Fail,1,0042S00331000000,Active,40.454425009,-80.0497527419,Sheraden,2,20
626730,0010F00137000A00,"2258 BEDFORD AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-07-20,Fail,2,0010F00137000A00,Active,40.4488412926,-79.9764728628,Middle Hill,6,5
626731,0124R00089000000,"313 RENFREW ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2020-09-09,Fail,3,0124R00089000000,Active,40.464019429,-79.9074522445,Larimer,9,12
626732,0124R00089000000,"313 RENFREW ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2023-12-28,,,0124R00089000000,Active,40.464019429,-79.9074522445,Larimer,9,12
626733,0006M00006000000,"1208 GRANDVIEW AVE, Pittsburgh, PA 15211",15219,Condemned/Dead End Property,2026-02-05,Fail,2,0006M00006000000,Active,40.4380867279,-80.0183593454,Mount Washington,2,19
626734,0027B00251000000,"809 CHEROKEE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-04,Fail,2,0027B00251000000,Active,40.451535272,-79.9604371569,Upper Hill,6,5
626735,0014L00102000000,"125 JUCUNDA ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2020-11-04,Pass,0,0014L00102000000,Active,40.4175801979,-79.9891611128,Knoxville,3,30
626736,0027B00095000A00,"3212 CAMP ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-05,Fail,1,0027B00095000A00,Active,40.4517600129,-79.9588066826,Upper Hill,6,5
626737,0076S00032000000,"441 KENNEDY AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2020-09-02,Fail,2,0076S00032000000,Active,40.4738976603,-80.0168359926,Perry South,6,26
626738,0076S00032000000,"441 KENNEDY AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-09-20,Pass,0,0076S00032000000,Active,40.4738976603,-80.0168359926,Perry South,6,26
626739,0075M00078000000,"3317 MCCLURE AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2022-10-10,Pass,0,0075M00078000000,Active,40.4762097606,-80.0367525174,Brighton Heights,1,27
626740,0075M00078000000,"3317 MCCLURE AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-04-21,Fail,1,0075M00078000000,Active,40.4762097606,-80.0367525174,Brighton Heights,1,27
626741,0049C00027000000,"298 45TH ST, Pittsburgh, 15201",15201,Condemned/Dead End Property,2021-06-21,Pass,0,0049C00027000000,Active,40.4701437214,-79.9569021804,Central Lawrenceville,7,9
626742,0023A00102000000,"34 NORMAN ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-06-26,Pass,0,0023A00102000000,Active,40.4618630738,-80.0148481559,Perry South,6,25
626743,0023A00102000000,"34 NORMAN ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2026-09-01,Fail,3,0023A00102000000,Active,40.4618630738,-80.0148481559,Perry South,6,25
626744,0043S00018000000,No primary address specified,15204,Condemned/Dead End Property,2022-07-27,Fail,1,0043S00018000000,Active,40.4637914866,-80.0533420613,Esplen,2,20
626745,0026N00124000000,"1 OLNEY ST, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-11-04,Fail,1,0026N00124000000,Active,40.4545022316,-79.9635293097,Upper Hill,6,5
626746,0026N00124000000,"1 OLNEY ST, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-11-12,Fail,2,0026N00124000000,Active,40.4545022316,-79.9635293097,Upper Hill,6,5
626747,0056B00012000000,No primary address specified,15207,Condemned/Dead End Property,2024-08-20,Pass,0,0056B00012000000,Active,40.413435776,-79.9448786918,Hazelwood,5,15
626748,0022K00368000000,"1250 LIVERPOOL ST, Pittsburgh, 15233",15233,Condemned/Dead End Property,2025-08-14,Fail,3,0022K00368000000,Active,40.4555568395,-80.0249306602,Manchester,6,21
626749,0174B00327000000,No primary address specified,15208,Condemned/Dead End Property,2022-03-14,,,0174B00327000000,Active,40.4602485661,-79.893070646,Homewood North,9,13
626750,0174B00327000000,No primary address specified,15208,Condemned/Dead End Property,2022-07-27,Pass,0,0174B00327000000,Active,40.4602485661,-79.893070646,Homewood North,9,13
626751,0094F00050000000,"2440 WATERMAN AVE, Pittsburgh, 15227",15210,Condemned/Dead End Property,2024-04-03,Fail,2,0094F00050000000,Active,40.3910401479,-79.978336231,Carrick,4,29
626752,0124S00117000000,No primary address specified,15206,Condemned/Dead End Property,2024-06-05,Pass,0,0124S00117000000,Active,40.4628917355,-79.9035325056,Homewood West,9,12
626753,0061M00025000000,"1504 SAW MILL RUN BLVD, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2024-01-12,Fail,2,0061M00025000000,Active,40.3988211927,-80.0002646667,Brookline,4,32
626754,0056L00038000000,"214 TIPTON ST, Pittsburgh, PA 15207",15207,Condemned/Dead End Property,2020-09-09,Fail,1,0056L00038000000,Active,40.4080488221,-79.9410505268,Hazelwood,5,15
626755,0014E00202000000,No primary address specified,15210,Condemned/Dead End Property,2023-05-17,Pass,0,0014E00202000000,Active,40.4205486428,-79.9972197763,Allentown,3,18
626756,0174K00315000000,"7519 BENNETT ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-08-24,Fail,2,0174K00315000000,Active,40.4554899966,-79.8911738299,Homewood South,9,13
626757,0082P00283000000,No primary address specified,15206,Condemned/Dead End Property,2020-09-03,Pass,0,0082P00283000000,Active,40.4732192097,-79.9244836363,Highland Park,7,11
626758,0116E00129000000,"3774 EAST ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2024-01-31,Fail,1,0116E00129000000,Active,40.4882155297,-80.0141139019,Perry North,1,26
626759,0020R00078000000,"804 LORENZ AVE #2, Pittsburgh, PA 15220",15220,Condemned/Dead End Property,2022-08-12,Fail,1,0020R00078000000,Active,40.4440127434,-80.0411034924,Elliott,2,20
626760,0041H00100000000,No primary address specified,15204,Condemned/Dead End Property,2023-01-24,Pass,0,0041H00100000000,Active,40.4493710126,-80.0522005006,Crafton Heights,2,28
626761,0016P00167000000,No primary address specified,15216,Condemned/Dead End Property,2023-09-05,Pass,0,0016P00167000000,Active,40.4161870807,-80.0262204959,Beechview,4,19
626762,0013S00133000000,"315 DENGLER ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-10-20,Pass,0,0013S00133000000,Active,40.4142976904,-79.9674499103,Arlington,3,16
626763,0173F00132000000,"1573 ELROD Way, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2020-07-20,Fail,2,0173F00132000000,Active,40.4696258244,-79.8930604407,Lincoln-Lemington-Belmar,9,12
